number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,state
167,0.8088034100707686,2025-05-20 08:05:53.481079,2025-05-20 08:06:17.817362,0 days 00:00:24.336283,0.9866295789579428,0.2208973898601625,0.20287271564992151,7,8,1,267,0.9002069954767717,0.07014866336241551,18.12239985794844,0.9498048425507081,COMPLETE
168,0.7330891017517511,2025-05-20 08:05:55.183391,2025-05-20 08:06:04.154196,0 days 00:00:08.970805,0.9867377894442431,4.982724891909154,0.2074479882716429,7,8,1,262,0.9023337857809279,0.07835535604488152,16.636598558626858,0.9901160650347652,COMPLETE
169,0.8105932928127956,2025-05-20 08:05:56.985212,2025-05-20 08:06:19.721392,0 days 00:00:22.736180,0.9877764566761507,0.10385587953414024,0.20877041925422563,7,8,1,265,0.8823393140562895,0.1319765155493824,18.517345295350534,0.9892625442403282,COMPLETE
170,0.8128689624738209,2025-05-20 08:05:57.011210,2025-05-20 08:06:19.967301,0 days 00:00:22.956091,0.9846877018465227,0.21815190372794174,0.2076471599718745,7,8,1,262,0.9571280558032161,0.06983791075480299,20.739938544962694,0.9602608831782606,COMPLETE
171,0.8017442964922636,2025-05-20 08:06:02.561306,2025-05-20 08:06:23.792667,0 days 00:00:21.231361,0.987737297387055,0.2112935707082953,0.1342470097715584,7,8,1,265,0.9718319169410454,0.07858865945615492,19.99428902435716,0.9904890901239088,COMPLETE
172,0.8104229089624466,2025-05-20 08:06:04.157199,2025-05-20 08:06:25.592767,0 days 00:00:21.435568,0.9844821479091538,0.20441542018227166,0.27420682413591524,7,8,1,263,0.9638704841103795,0.2233008319892129,18.67672338532633,0.9696354931744194,COMPLETE
173,0.8097955102681643,2025-05-20 08:06:09.283931,2025-05-20 08:06:31.854913,0 days 00:00:22.570982,0.9867066170743833,0.22716218761680548,0.2721810318708274,8,9,1,258,0.8461566768324316,0.030039088565714224,18.813517271633174,0.9603601985784344,COMPLETE
174,0.8087249139463392,2025-05-20 08:06:15.369328,2025-05-20 08:06:40.937542,0 days 00:00:25.568214,0.9602506503366087,0.22394499790628972,0.13062206863548043,8,9,1,247,0.962590535899595,0.13909091245063604,21.337342069229553,0.9612226897480178,COMPLETE
175,0.8092864486750584,2025-05-20 08:06:16.191262,2025-05-20 08:06:43.095503,0 days 00:00:26.904241,0.7258516223439401,0.2113502240330157,0.12917019708462016,8,9,1,266,0.9699846620543,0.03549404461108817,19.934406742765603,0.9603206567907974,COMPLETE
176,0.8053220928068068,2025-05-20 08:06:17.820362,2025-05-20 08:06:41.574257,0 days 00:00:23.753895,0.9463122009462279,0.22242013516519904,0.2713927435611341,8,9,1,263,0.9559785192948428,0.04113325023437932,24.185497405502293,0.9592822013044542,COMPLETE
177,0.8061601465683632,2025-05-20 08:06:19.725905,2025-05-20 08:06:38.244471,0 days 00:00:18.518566,0.9590726004544542,0.17881301773306799,0.2739372945810051,8,9,1,207,0.9638309944902882,0.2140242863908026,21.426377949982257,0.9790749545023542,COMPLETE
178,0.8096034119833193,2025-05-20 08:06:19.970301,2025-05-20 08:06:44.274497,0 days 00:00:24.304196,0.9786506296749954,0.20584039945655103,0.18692555069856437,8,9,1,265,0.9647973633522088,0.13096872289088105,19.47217567653439,0.9708031145289946,COMPLETE
179,0.8087690587016668,2025-05-20 08:06:23.795666,2025-05-20 08:06:48.334250,0 days 00:00:24.538584,0.9785316302265892,0.20566470650435947,0.19491547781571616,8,9,1,260,0.9621779697202352,0.14267153652201342,25.152624328524855,0.9681437763956422,COMPLETE
180,0.8081642285820292,2025-05-20 08:06:25.596340,2025-05-20 08:06:47.280467,0 days 00:00:21.684127,0.9799499020758363,0.2190142805442667,0.2679849301114385,8,8,1,261,0.9476325373798785,0.2160906842596219,18.512390921599344,0.970403597865404,COMPLETE
181,0.8088102589206665,2025-05-20 08:06:31.860911,2025-05-20 08:06:54.470351,0 days 00:00:22.609440,0.9766427135179615,0.20541869112483985,0.2856005738941967,8,8,1,262,0.8717014194492885,0.13908215646829303,19.484946924703593,0.9680754326323453,COMPLETE
182,0.8075590119209165,2025-05-20 08:06:38.248472,2025-05-20 08:07:02.800667,0 days 00:00:24.552195,0.9758277059763262,0.14231644474775312,0.183184162164163,7,8,1,264,0.9486953879273063,0.1513071063744986,19.07997140499877,0.9801391852168608,COMPLETE
183,0.8096523328877507,2025-05-20 08:06:40.941543,2025-05-20 08:07:06.751855,0 days 00:00:25.810312,0.9781024395288772,0.11182287907062857,0.18936511776613538,7,8,1,263,0.9366842744657425,0.14409991242878248,19.439715405947222,0.9700448135494297,COMPLETE
184,0.7932132488352513,2025-05-20 08:06:41.579257,2025-05-20 08:06:52.381037,0 days 00:00:10.801780,0.9787909593443151,0.37155646103964957,0.1885079951304949,7,8,1,101,0.9368894425682405,0.13125528532653732,19.68531066894646,0.9711045099774824,COMPLETE
185,0.8130791770047849,2025-05-20 08:06:43.099010,2025-05-20 08:07:08.250914,0 days 00:00:25.151904,0.9775348393190403,0.10254553875213962,0.18323938379486115,7,8,1,261,0.8696148483651909,0.12681146641443303,18.581628183385988,0.9801975393206481,COMPLETE
186,0.8034729121018429,2025-05-20 08:06:44.277496,2025-05-20 08:07:00.540132,0 days 00:00:16.262636,0.9772490776720089,0.3680113456083373,0.22406391563971004,7,8,1,258,0.9354812661211045,0.14793376742120012,17.065609206046616,0.9813085671972301,COMPLETE
187,0.8033962177840419,2025-05-20 08:06:47.282466,2025-05-20 08:07:03.678171,0 days 00:00:16.395705,0.9743438318777349,0.4012799836092126,0.22104620040098086,7,8,1,270,0.9369081898263574,0.14893189802177517,17.01649129883213,0.9815905716135713,COMPLETE
188,0.7344121595198491,2025-05-20 08:06:48.339252,2025-05-20 08:07:18.170545,0 days 00:00:29.831293,0.9739174675539828,0.3441084281568562,0.01484727052154436,7,8,1,270,0.869488501104074,0.1233140854291307,17.040779340142368,0.9666448877834489,COMPLETE
